OTU_ID	S100	S101	S109	S110	S111	S112	S113	S121	S122	S123	S124	S125	S133	S134	S135	S136	S137	S145	S146	S147	S148	S149	S157	S158	S159	S160	S161	S169	S170	S171	S172	S173	S181	S182	S183	S184	S185	S504	S505	S506	S507	S508	S509	S516	S517	S518	S519	S520	S521	S528	S529	S530	S531	S532	S533	S540	S541	S542	S543	S544	S545	S552	S553	S554	S555	S556	S557	S564	S565	S566	S567	S568	S569	S576	S577	S578	S579	S580	S581	S588	S589	S590	S591	S592	S593	S97	S98	S99
Otu1829	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3853	4	2	130	60	24	2	13	6	25	10	12	3	0	7	1	1	4	45	0	7	2	1	1	12	7	28	4	6	2	0	26	0	2	24	2	2	5	1	0	0	0	0	0	0	6	21	0	1	0	1	1	1	1	0	4	11	1	2	0	2	0	1	0	1	1	2	4	0	2	0	14	0	0	4	0	0	0	0	0	3	0	0	0	0	0	7	3	20
Otu809	1	0	9	12	4	2	1	8	2	2	0	1	5	5	1	0	0	27	0	5	5	1	2	2	8	8	1	3	0	1	17	0	1	0	1	0	0	0	1	0	0	0	0	1	6	4	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	1	0	0	0	0	3	1	0	0	6	1	0	1	0	0	1	1	0	0	0	0	0	0	0	5	3	13
Otu1802	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	12
Otu1665	3	1	11	7	27	0	0	11	0	0	1	1	1	1	0	0	1	13	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	2	1	2	0	2	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	1	4	1	1
Otu1860	1	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	9	3	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Otu1006	2	3	7	13	1	5	3	2	2	1	0	0	2	2	1	0	2	4	1	1	0	1	0	3	3	23	0	2	0	0	23	0	0	0	0	0	0	1	1	0	1	1	1	2	3	6	0	0	0	0	0	0	0	2	1	4	0	1	0	0	0	0	0	0	0	0	1	1	0	0	10	0	0	0	0	0	2	0	0	0	1	1	1	1	0	3	0	16
Otu331	3	0	20	29	8	3	15	22	2	7	6	6	5	5	3	2	16	194	2	24	1	5	7	6	3	8	3	1	3	1	4	1	11	2	3	5	0	2	0	1	1	0	0	6	38	28	3	0	1	3	0	1	7	3	9	37	0	2	1	1	0	0	2	0	1	1	5	4	0	1	90	2	0	1	1	0	6	1	0	3	1	4	2	0	2	6	4	54
Otu2371	3	1	0	0	5	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	4	2	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	10
Otu903	11	2	1	15	2	2	0	3	2	3	0	0	2	0	0	0	0	3	0	6	1	0	3	9	1	10	0	0	4	1	12	3	0	0	0	0	0	1	0	0	0	0	1	1	5	7	0	0	0	0	0	0	0	0	5	1	0	0	0	1	0	0	0	0	0	0	6	0	1	0	4	2	0	0	1	0	1	1	0	0	0	0	0	0	0	4	1	8
Otu827	3	0	8	13	2	2	8	4	1	3	1	1	5	4	1	0	1	26	3	5	1	1	0	3	10	15	0	1	0	0	23	1	1	0	0	0	0	1	0	1	0	0	0	1	7	10	1	0	0	1	0	0	1	0	1	8	0	0	0	0	0	1	0	0	0	0	4	1	2	0	11	0	1	0	0	0	5	2	0	0	1	0	0	1	1	9	2	16
Otu403	3	6	21	48	9	7	3	25	3	6	2	7	8	6	0	5	4	85	2	11	1	1	8	8	33	42	4	1	6	3	31	0	1	2	1	7	0	3	3	0	4	1	0	4	36	45	4	1	0	0	1	2	5	0	10	15	1	3	1	1	0	1	3	1	3	1	25	6	2	2	54	1	0	4	2	2	2	2	1	1	4	0	1	2	0	12	6	37
Otu845	2	14	12	7	5	1	10	3	0	0	1	1	0	1	2	5	6	7	0	3	0	0	1	1	2	55	0	0	0	0	1	2	0	2	1	0	0	1	0	6	3	3	0	1	0	47	8	1	6	1	3	3	14	3	70	7	1	9	0	0	3	0	0	8	8	2	61	0	1	3	121	0	9	0	3	2	7	4	2	2	1	2	4	1	4	2	0	62
Otu3066	1	1	3	7	0	0	0	0	0	0	0	0	0	0	0	1	0	45	1	37	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	9	15	0	1	2	1	0	0	0	0	12	6	1	0	0	0	0	0	0	0	0	0	7	1	1	1	17	0	1	0	2	0	1	1	0	0	0	2	0	0	0	4	1	13
Otu329	10	62	21	51	60	11	35	19	4	2	77	13	1	0	2	18	19	27	0	3	0	4	4	12	4	356	3	1	1	0	2	3	2	6	0	12	1	0	0	12	0	7	0	10	17	148	12	2	1	0	11	2	12	3	69	29	8	47	2	4	6	2	1	10	31	3	136	0	6	6	46	0	8	2	9	1	5	2	5	1	1	4	15	0	0	7	14	282
Otu3516	4	4	3	15	5	1	1	6	9	2	0	1	6	8	2	1	1	14	3	4	5	5	4	3	11	37	6	0	0	0	1	0	0	1	1	1	1	1	2	0	0	1	1	1	15	16	1	0	0	1	0	0	0	0	3	10	2	0	1	0	0	0	0	0	0	1	20	0	2	1	52	1	0	1	0	2	0	0	1	0	0	0	0	0	0	7	8	8
Otu1260	1	2	3	12	0	1	4	3	1	0	1	0	1	1	0	0	0	7	0	1	0	0	0	0	1	6	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	7	1	1	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	12
Otu1662	3	0	1	7	0	0	0	1	1	1	1	2	3	0	1	0	0	77	1	7	5	1	0	2	5	2	3	1	0	0	13	0	6	9	0	6	2	1	0	0	0	0	0	1	6	5	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	2	0	0	0	10	0	0	0	0	0	1	1	0	0	0	1	0	0	2	1	0	15
Otu1154	2	0	12	24	4	5	12	0	1	1	0	0	0	1	0	3	0	0	0	0	0	0	0	1	3	47	0	1	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Otu2504	2	0	33	1	28	3	7	4	3	0	4	4	0	0	0	4	0	1	0	1	0	0	0	1	4	134	0	1	6	0	6	2	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	4	1	0	0	0	2	0	0	0	0	0	12	0	0	0	7	0	0	0	0	0	1	1	0	0	0	0	0	0	6	3	0	40
Otu530	13	7	19	57	22	4	10	6	11	2	3	4	3	14	0	4	0	12	2	6	3	6	0	7	10	33	5	13	9	1	62	1	1	1	1	2	0	2	1	0	0	0	0	1	14	22	0	0	0	0	1	0	0	0	0	4	3	1	0	0	1	0	1	1	0	0	12	0	1	0	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	10	3	27
Otu543	5	9	44	47	18	9	15	9	2	5	9	8	8	10	1	0	0	47	0	8	1	5	5	7	9	68	1	3	1	1	30	3	0	1	0	3	0	0	0	1	3	2	0	2	18	26	1	2	0	0	1	4	3	2	26	23	4	1	2	2	2	1	2	2	2	0	24	4	4	1	27	3	1	2	1	0	5	3	0	1	3	0	0	3	2	6	8	132
Otu1081	4	0	1	18	0	0	4	4	0	1	1	0	1	0	0	0	0	8	0	0	0	0	1	2	0	8	0	2	1	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	0	0	0	0	0	2	0	3	1	1	0	0	0	0	0	0	0	1	0	6	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	3
Otu1321	5	22	2	3	28	4	17	0	0	4	1	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	15	23	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	7
Otu2234	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu849	7	12	33	29	2	1	9	21	15	2	4	11	10	16	5	2	5	20	0	6	5	14	4	7	30	76	16	1	1	3	33	4	2	8	23	6	7	1	1	1	4	0	0	4	17	66	3	1	0	1	4	1	2	1	20	2	5	2	0	7	0	1	0	3	6	5	30	7	0	1	59	2	2	1	0	0	0	3	0	0	0	2	3	0	0	2	23	43
Otu1096	2	4	14	11	3	4	5	8	1	3	7	1	1	1	0	1	0	15	0	2	0	0	1	2	8	13	1	0	0	0	5	0	2	0	2	2	0	3	0	0	0	1	0	0	13	24	0	0	1	0	1	0	1	1	5	15	0	0	3	2	0	0	0	0	2	2	48	4	0	0	56	0	1	2	1	0	2	0	0	8	0	0	2	1	0	11	19	22
Otu2563	7	1	0	15	40	4	2	1	0	0	0	0	1	3	0	2	1	19	0	8	1	2	2	0	0	2	0	7	9	3	57	5	0	0	2	4	0	0	1	0	0	0	0	1	8	6	1	0	0	0	1	0	1	0	8	2	0	0	0	0	2	0	1	3	0	0	22	0	2	0	2	0	1	0	1	1	2	0	0	0	0	0	0	0	0	1	0	6
Otu339	4	14	56	30	9	5	14	24	2	16	1	1	28	7	29	0	44	44	3	67	11	3	1	3	47	35	1	6	0	3	0	8	0	0	2	1	0	3	2	2	0	0	3	0	33	17	11	0	0	0	0	0	0	0	3	10	5	0	0	0	0	0	0	0	0	0	39	0	0	0	12	0	1	0	0	1	18	0	2	0	0	0	0	2	0	1	2	139
Otu1042	1	0	3	15	3	0	4	0	0	1	1	1	0	3	0	0	0	13	1	7	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2
Otu3316	3	7	47	211	63	6	29	19	8	8	28	11	9	12	1	30	4	118	1	11	2	5	2	11	8	60	1	4	6	3	22	2	4	2	2	3	2	6	1	1	0	1	1	0	0	14	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	6	0	0	0	4	1	0	1	0	1	3	5	1	0	0	0	0	1	2	8	13	143
Otu704	2	3	17	28	0	4	8	3	4	2	0	1	6	3	1	1	0	7	1	3	0	2	1	5	4	19	2	0	0	0	13	0	1	1	0	4	1	1	1	0	3	0	0	0	14	11	2	0	0	1	1	1	0	0	5	13	0	2	0	1	0	0	1	1	1	0	15	7	0	3	34	1	0	1	1	0	2	1	0	0	0	3	1	0	3	10	4	15
Otu519	6	0	8	58	7	10	9	18	0	0	17	4	1	0	0	3	2	45	1	6	0	2	2	6	13	51	0	0	3	0	3	0	6	2	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	6	6	0	0	0	0	0	1	0	1	0	1	5	0	2	0	1	0	0	1	0	0	0	1	0	2	0	0	2	0	0	13	6	10
Otu826	5	3	15	18	8	4	6	14	4	2	1	0	3	4	0	2	1	15	0	2	1	2	1	3	13	18	1	0	1	1	20	0	3	2	3	1	0	4	0	1	1	0	0	3	10	10	2	0	0	1	0	0	2	2	10	9	1	0	0	1	0	0	0	0	1	2	20	7	1	0	62	2	0	2	3	0	0	0	0	5	2	0	3	0	0	7	3	24
Otu522	2	9	16	16	9	1	8	9	2	7	7	3	2	3	0	6	0	51	0	7	2	1	3	8	17	21	5	9	6	0	19	2	1	3	0	2	6	4	0	0	0	0	0	1	7	25	1	0	0	0	2	0	2	0	16	6	1	1	0	0	1	1	0	0	3	1	7	1	0	0	5	0	2	1	0	0	1	1	0	2	2	0	1	0	1	2	9	16
Otu691	8	2	9	20	3	2	7	4	1	4	3	5	1	0	0	4	1	34	0	2	3	1	1	4	0	26	0	1	1	1	13	5	1	2	0	0	1	2	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	11	6	48
Otu1757	1	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Otu797	9	11	11	289	10	12	35	74	7	5	14	5	4	27	1	4	15	206	9	35	0	1	5	14	6	406	7	0	3	0	0	0	9	11	2	20	1	0	0	0	3	0	5	4	47	28	1	3	0	0	2	3	3	1	23	31	1	2	0	5	2	1	3	1	6	1	67	9	3	2	122	1	2	7	6	0	0	0	1	2	0	1	2	2	1	0	77	223
Otu443	8	0	29	50	8	4	8	23	6	2	2	2	4	3	0	6	2	29	0	4	0	2	5	4	9	51	3	1	0	1	46	2	0	2	1	4	0	0	1	1	0	0	1	4	11	15	0	0	1	0	0	2	1	0	0	22	3	2	1	0	0	1	0	0	1	0	16	0	1	0	9	0	1	1	2	0	8	5	1	1	0	0	0	0	0	23	7	39
Otu759	1	0	0	16	3	0	2	7	2	2	0	2	2	1	0	0	2	19	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	2	117
Otu2908	9	9	16	44	1	1	11	0	0	2	0	5	3	3	0	5	2	21	0	11	2	0	2	0	0	0	0	5	2	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	44
Otu1118	3	5	9	28	6	0	3	2	1	0	0	0	1	1	0	4	0	0	0	2	0	1	1	3	0	6	0	1	0	0	1	1	0	1	1	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1
Otu735	5	0	5	1	1	0	2	0	3	0	1	2	0	3	0	0	0	7	2	1	0	0	1	9	16	4	0	1	0	0	5	0	0	1	2	2	0	0	0	0	1	0	0	3	3	0	0	0	0	0	1	0	1	0	2	0	2	0	0	0	0	0	0	0	3	1	13	0	0	0	97	3	0	0	0	0	1	0	0	0	0	1	0	2	0	3	7	1
Otu292	3	12	63	11	35	7	41	61	24	4	7	19	15	21	6	3	6	36	7	19	4	0	12	17	44	89	12	2	1	0	33	1	6	11	1	7	2	10	0	2	10	1	2	7	115	84	1	2	1	0	4	3	9	1	26	54	6	3	1	3	1	10	0	3	3	1	41	28	3	2	402	14	4	10	4	0	27	8	6	14	2	5	3	3	4	20	9	46
Otu265	20	11	200	172	36	9	36	44	18	9	4	17	5	4	0	6	6	152	1	22	9	2	7	24	23	118	2	12	9	5	98	1	7	2	2	9	1	4	0	0	1	1	1	0	60	4	2	0	1	0	0	2	2	0	7	30	10	0	1	1	0	0	2	3	1	1	6	17	1	0	11	1	1	1	3	1	7	3	3	4	3	0	0	1	1	45	57	72
Otu212	17	3	76	66	55	7	14	5	1	13	15	3	2	16	7	24	6	135	7	63	20	10	31	9	36	58	12	0	1	0	0	0	9	8	4	8	1	1	0	1	4	1	0	3	50	50	0	3	1	4	4	3	1	4	43	24	1	4	0	6	0	0	1	2	1	1	27	3	1	3	114	2	2	4	1	0	3	1	2	3	8	3	3	0	0	19	20	80
Otu886	2	1	0	2	4	3	4	5	2	1	2	4	1	3	0	0	0	7	0	2	0	0	0	4	2	3	1	1	0	0	38	6	0	0	0	0	0	3	0	0	0	0	0	0	13	6	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	14
Otu1819	3	0	8	31	2	3	0	22	0	8	7	3	1	6	5	3	0	42	1	11	3	2	0	5	1	3	4	0	0	0	8	0	1	2	2	4	2	0	0	0	0	1	0	0	1	12	0	0	0	1	0	0	0	0	0	5	2	0	1	1	0	1	0	0	0	0	3	0	0	1	2	0	0	1	1	0	0	5	0	0	0	0	0	0	0	2	11	50
Otu430	3	20	81	190	66	1	0	1	4	4	11	3	2	53	0	3	1	44	0	2	12	71	6	2	7	4	0	2	1	0	1	1	0	0	0	24	3	0	2	1	0	0	3	5	83	7	2	0	0	0	1	4	0	0	6	1	2	0	0	0	0	0	0	0	1	0	11	0	1	0	1	0	1	0	2	0	0	0	0	1	1	0	0	0	0	14	6	413
Otu772	5	0	9	11	2	1	2	21	5	1	1	1	0	6	1	7	0	8	1	5	0	0	7	4	3	5	4	3	3	0	4	0	1	3	0	3	0	1	6	0	0	1	2	1	12	6	2	1	1	0	0	1	0	1	5	7	0	0	0	0	1	0	0	1	0	0	18	1	4	1	31	2	0	0	3	0	5	0	0	1	2	0	0	0	0	12	3	12
Otu297	6	23	71	115	17	4	27	6	66	20	3	8	14	10	16	0	7	7	1	19	22	9	15	5	29	12	11	34	9	18	655	42	0	3	0	0	0	2	5	0	0	0	0	2	11	82	2	0	0	0	0	0	0	0	0	9	2	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	2	53
Otu201	2	16	7	71	45	13	7	32	13	4	4	3	11	4	4	32	33	94	9	21	5	7	9	16	57	223	2	1	2	6	13	3	10	39	22	65	2	2	1	0	40	0	0	2	16	115	1	1	0	2	8	2	3	7	43	28	0	1	2	22	0	1	0	3	10	6	66	35	0	2	831	0	4	1	0	0	0	1	1	15	1	8	4	0	0	11	13	212
Otu1401	2	0	6	5	2	1	2	2	0	2	0	1	0	2	0	1	0	6	1	2	0	2	0	1	6	4	1	0	0	0	21	0	1	0	0	1	0	1	0	0	0	1	0	0	4	3	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	20	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	3	14
Otu438	5	8	30	46	74	40	105	6	3	69	8	54	2	16	17	19	41	37	7	49	21	26	5	6	17	101	11	2	2	0	23	26	2	6	2	14	2	5	18	6	0	3	3	10	38	423	24	4	5	0	1	1	2	1	129	12	4	7	1	0	17	2	4	5	0	0	260	0	4	7	11	3	7	9	17	6	16	5	5	1	0	7	2	2	3	4	2	200
Otu160	14	2	69	170	56	3	27	3	5	32	8	11	1	26	10	10	50	7	33	53	26	2	2	0	9	1	0	3	6	1	21	4	0	2	31	6	0	1	9	14	0	2	3	8	6	901	1	0	1	0	2	1	0	0	86	0	0	9	0	0	2	0	0	1	0	0	48	0	3	0	3	0	0	4	1	0	1	1	3	0	0	0	0	0	1	2	0	9
Otu500	4	2	30	45	9	2	6	9	3	12	6	13	13	0	0	8	0	60	1	18	6	2	7	6	30	17	2	0	1	0	23	2	15	6	6	3	0	2	3	0	0	0	0	3	35	30	0	0	0	1	0	1	0	0	14	20	0	6	5	0	1	2	2	0	5	0	56	1	0	3	6	1	0	1	6	1	0	0	1	2	2	1	2	2	0	24	4	253
Otu1505	1	0	0	1	0	0	0	3	2	2	0	1	0	0	0	0	0	26	0	1	0	0	4	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu504	6	5	23	77	14	8	24	29	8	6	3	4	6	8	0	1	2	119	3	9	2	2	4	4	9	45	4	7	4	2	60	0	0	2	1	0	0	2	2	2	0	0	0	2	16	26	2	1	0	1	1	0	1	0	5	10	0	2	0	3	0	0	2	0	0	0	24	2	0	0	25	0	0	2	1	0	5	2	1	1	0	0	2	0	0	11	4	43
Otu1991	2	1	19	70	6	1	6	3	0	1	6	0	7	3	0	1	0	46	0	3	2	0	0	1	5	10	0	1	0	0	8	0	1	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	13	0	1	0	0	0	0	0	0	0	0	6	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	6	1	12
Otu2974	1	2	13	18	9	0	2	1	0	0	0	0	0	2	0	2	0	34	0	6	0	0	0	3	0	0	0	0	1	0	6	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	9
Otu1161	1	1	0	11	5	1	5	0	0	1	1	3	0	2	0	0	1	13	0	1	0	0	3	0	0	1	1	0	2	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4
Otu894	11	1	2	65	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	13	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	3	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu999	5	0	10	38	1	0	12	7	2	0	1	1	1	2	0	0	2	6	2	1	1	1	3	3	42	2	1	3	1	0	10	0	1	0	1	1	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	3	4	0	5	0	0	0	2	0	2	0	0	1	0	0	9	0	0	0	2	5	0	0	0	0	1	5	0	0	0	0	2	2	1	4	4	28
Otu1408	3	1	0	4	1	0	0	0	0	1	1	2	0	0	0	0	1	1	0	2	1	2	0	0	1	3	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18
Otu327	4	74	12	28	57	8	27	24	2	4	288	15	0	0	0	16	24	30	2	3	3	6	4	2	3	118	0	2	3	0	3	14	4	1	3	3	0	1	0	7	2	0	1	1	59	154	9	0	1	0	0	3	3	0	29	14	4	76	1	1	6	0	5	9	14	1	60	0	2	12	23	0	4	1	5	4	4	0	7	0	3	0	2	1	3	28	11	140
Otu953	1	5	8	32	4	2	5	7	4	2	4	2	4	0	0	5	0	12	1	3	0	0	2	1	1	25	1	0	0	0	9	2	2	2	1	2	0	0	0	1	0	0	0	1	9	12	0	0	0	0	1	1	1	0	3	16	0	1	0	0	0	0	0	0	0	0	3	0	0	1	16	0	2	3	0	0	0	2	0	0	0	1	0	0	0	7	3	9
Otu1477	1	1	3	4	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	5	0	2	0	1	0	2	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12
Otu643	2	10	3	18	11	6	20	6	1	0	3	1	0	0	5	0	7	6	1	3	0	1	1	0	8	67	0	1	0	0	2	0	0	1	0	0	0	0	0	10	6	1	0	0	0	81	13	1	2	0	4	1	22	0	55	20	4	27	0	0	2	0	0	2	5	1	21	0	3	4	145	1	11	0	4	2	15	2	0	0	1	5	6	0	5	1	4	120
Otu1035	6	5	7	49	10	3	3	3	2	7	3	1	3	6	2	1	0	34	2	6	2	2	2	1	2	4	1	2	2	0	12	2	4	1	0	3	0	0	0	1	0	0	0	0	1	8	0	0	0	0	0	0	0	1	23	1	1	0	0	0	5	0	1	1	0	0	14	1	0	0	2	7	0	0	0	0	2	0	1	0	1	0	0	0	0	10	11	38
Otu2889	4	3	12	30	7	0	2	8	1	1	1	4	4	1	0	12	5	51	2	13	2	2	6	1	6	11	1	4	1	1	6	1	3	1	0	1	0	2	1	0	0	0	0	0	20	12	1	0	0	1	0	0	1	1	6	6	0	1	1	1	0	0	0	0	0	0	13	0	0	0	8	0	0	0	1	0	0	1	1	0	0	0	1	0	0	9	1	39
Otu926	1	2	9	20	1	1	1	4	3	2	1	0	0	0	0	7	1	11	0	0	0	1	0	1	2	0	2	0	0	0	1	0	1	2	0	3	0	0	0	0	0	1	2	0	11	9	0	0	1	0	1	0	1	0	8	7	0	0	0	1	0	0	0	0	1	0	19	1	0	0	3	0	2	0	0	0	0	0	0	5	0	0	0	0	0	3	0	27
Otu2859	6	0	1	0	0	5	2	0	0	0	0	0	8	0	3	0	0	0	0	0	0	16	0	3	69	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	6	39	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	56	0	42
Otu511	1	5	26	19	18	4	5	17	3	1	4	1	1	3	2	23	3	118	2	13	0	5	4	3	15	37	3	1	0	0	12	0	2	1	3	3	0	0	2	0	0	1	1	3	54	9	1	1	0	6	1	1	0	4	15	7	1	2	2	2	2	1	0	0	4	1	58	5	2	3	67	1	0	1	1	0	0	1	1	9	4	1	2	0	2	13	6	76
Otu3248	1	1	2	10	5	3	10	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	66	7	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	17
Otu2332	1	0	4	3	3	0	4	2	2	0	4	0	1	3	0	2	3	30	1	5	1	6	1	4	4	10	3	0	0	0	0	0	1	2	0	1	0	3	0	0	0	1	2	1	7	7	1	0	0	0	0	0	0	0	0	1	3	0	0	0	2	0	0	0	0	0	1	2	0	0	3	0	0	2	0	0	0	1	0	2	0	0	1	0	0	4	1	7
